S No,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome ,CoapplicantIncome ,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
706,Female,No,3,Graduate,No,807000,100000,500000,3,1,Urban,Y
707,Female,Yes,3,Not Graduate,No,567000,200000,800000,10,1,Semi-Rural,Y
708,Female,No,1,Graduate,No,255000,400000,400000,5,1,Rural,Y
709,Male,No,2,Graduate,No,432000,400000,600000,10,1,Urban,Y
710,Female,No,2,Graduate,No,456000,400000,600000,3,1,Semi-Rural,N
711,Female,Yes,3,Not Graduate,No,985000,200000,400000,4,1,Rural,Y
712,Female,No,3,Graduate,No,853000,100000,500000,9,1,Rural,Y
713,Male,Yes,1,Not Graduate,No,843000,500000,900000,3,1,Semi-Rural,Y
714,Female,No,0,Not Graduate,No,692000,300000,600000,4,1,Urban,Y
715,Male,No,0,Graduate,No,462000,400000,900000,7,1,Rural,Y
716,Female,No,2,Not Graduate,No,750000,300000,500000,4,1,Urban,Y
717,Female,Yes,0,Graduate,No,327000,400000,700000,6,1,Urban,Y
718,Male,No,2,Not Graduate,No,950000,200000,800000,4,1,Rural,Y
719,Female,No,1,Graduate,Yes,984000,0,100000,3,1,Semi-Rural,Y
720,Female,Yes,0,Graduate,No,705000,0,100000,6,1,Urban,Y
721,Male,Yes,2,Graduate,No,536000,500000,200000,7,1,Semi-Rural,Y
722,Female,No,2,Not Graduate,No,387000,300000,500000,3,1,Urban,N
723,Male,No,0,Graduate,No,559000,100000,900000,2,1,Urban,N
724,Female,Yes,0,Not Graduate,No,686000,500000,100000,9,1,Semi-Rural,Y
725,Female,Yes,0,Not Graduate,No,738000,300000,100000,2,1,Semi-Rural,Y
726,Male,No,2,Graduate,No,953000,400000,1000000,8,1,Urban,Y
727,Male,Yes,2,Graduate,No,636000,100000,800000,3,1,Urban,N
728,Male,Yes,3,Not Graduate,No,702000,300000,400000,9,1,Semi-Rural,Y
729,Female,Yes,1,Graduate,No,348000,400000,500000,2,1,Urban,N
730,Female,No,3,Not Graduate,No,628000,400000,300000,6,1,Semi-Rural,Y
731,Male,No,2,Graduate,No,348000,300000,400000,8,1,Urban,Y
732,Female,No,3,Graduate,Yes,401000,300000,1000000,9,1,Urban,Y
733,Female,Yes,0,Graduate,No,444000,300000,200000,9,1,Semi-Rural,Y
734,Female,No,0,Graduate,No,373000,500000,1000000,9,1,Urban,Y
735,Female,Yes,3,Graduate,No,930000,100000,900000,10,1,Rural,Y
736,Female,No,3,Graduate,No,512000,200000,700000,3,1,Urban,N
737,Female,Yes,3,Graduate,No,379000,100000,1000000,8,1,Rural,Y
738,Female,Yes,2,Not Graduate,Yes,782000,0,200000,9,1,Urban,Y
739,Female,No,0,Not Graduate,Yes,811000,0,300000,6,1,Urban,Y
740,Female,Yes,3,Graduate,No,735000,100000,600000,5,1,Rural,Y
741,Female,No,3,Not Graduate,No,758000,100000,1000000,3,1,Urban,N
742,Female,Yes,1,Graduate,Yes,393000,200000,500000,4,1,Semi-Rural,Y
743,Male,Yes,3,Graduate,No,711000,0,500000,2,1,Semi-Rural,Y
744,Male,Yes,2,Not Graduate,No,301000,0,200000,9,1,Urban,Y
745,Male,Yes,0,Not Graduate,No,507000,300000,600000,8,1,Rural,Y
746,Male,Yes,3,Not Graduate,No,311000,500000,600000,9,1,Urban,Y
747,Female,No,2,Not Graduate,No,901000,400000,900000,7,1,Rural,Y
748,Male,No,1,Not Graduate,Yes,669000,100000,400000,10,1,Urban,Y
749,Male,Yes,2,Graduate,No,348000,400000,300000,6,1,Urban,Y
750,Female,Yes,3,Not Graduate,No,672000,500000,800000,9,1,Urban,Y
751,Female,No,3,Graduate,No,508000,300000,400000,2,1,Rural,Y
752,Female,Yes,2,Graduate,No,905000,200000,100000,10,1,Semi-Rural,Y
753,Male,Yes,2,Not Graduate,No,253000,200000,500000,3,1,Rural,N
754,Male,Yes,1,Not Graduate,No,856000,500000,400000,5,1,Urban,Y
755,Male,Yes,1,Graduate,Yes,356000,500000,100000,7,1,Semi-Rural,Y
756,Female,No,3,Not Graduate,No,929000,300000,600000,4,1,Rural,Y
757,Female,Yes,1,Not Graduate,No,450000,400000,200000,9,1,#VALUE!,Y
758,Female,No,1,Graduate,No,279000,200000,100000,8,1,Rural,Y
759,Male,No,0,Graduate,No,934000,100000,700000,8,1,Urban,Y
760,Male,No,3,Graduate,No,591000,400000,600000,7,1,Urban,Y
761,Male,Yes,3,Graduate,No,298000,400000,800000,4,1,Semi-Rural,N
762,Male,Yes,0,Not Graduate,No,886000,400000,500000,5,1,Rural,Y
763,Female,No,0,Not Graduate,No,480000,100000,600000,3,1,Rural,N
764,Female,Yes,3,Not Graduate,No,706000,400000,300000,4,1,Rural,Y
765,Female,Yes,2,Graduate,No,356000,400000,300000,3,1,Urban,Y
766,Female,Yes,1,Graduate,No,594000,300000,900000,8,1,Urban,Y
767,Female,Yes,2,Graduate,No,653000,200000,800000,4,1,Rural,Y
768,Male,Yes,0,Not Graduate,No,696000,400000,800000,6,1,Rural,Y
769,Female,No,0,Not Graduate,No,389000,100000,900000,5,1,Urban,N
770,Female,No,1,Not Graduate,No,387000,400000,200000,7,1,Rural,Y
771,Female,No,0,Graduate,No,359000,0,500000,4,1,Rural,Y
772,Male,No,1,Not Graduate,No,972000,200000,600000,7,1,Rural,Y
773,Male,Yes,0,Graduate,No,652000,300000,400000,10,1,Semi-Rural,Y
774,Female,Yes,0,Not Graduate,Yes,839000,300000,1000000,9,1,Urban,Y
775,Male,Yes,1,Not Graduate,No,270000,400000,900000,7,1,Rural,N
776,Female,Yes,0,Graduate,No,433000,500000,400000,5,1,Urban,Y
777,Female,No,2,Not Graduate,No,615000,100000,600000,7,1,Semi-Rural,Y
778,Female,No,2,Not Graduate,No,629000,200000,700000,9,1,Rural,Y
779,Male,Yes,0,Not Graduate,Yes,806000,100000,600000,2,1,Urban,Y
780,Female,No,3,Not Graduate,No,780000,100000,700000,10,1,Semi-Rural,Y
781,Male,Yes,1,Graduate,No,760000,100000,500000,6,1,Rural,Y
782,Male,No,2,Not Graduate,No,384000,200000,300000,7,1,Rural,Y
783,Male,No,3,Graduate,No,726000,400000,100000,9,1,#VALUE!,Y
784,Female,Yes,1,Graduate,No,364000,200000,100000,2,1,Urban,Y
785,Female,No,0,Not Graduate,No,991000,200000,800000,6,0,Semi-Rural,Y
786,Male,Yes,0,Graduate,No,250000,200000,1000000,4,1,Rural,N
787,Male,No,1,Not Graduate,Yes,761000,100000,100000,4,1,Semi-Rural,Y
788,Female,No,1,Not Graduate,No,691000,200000,300000,5,1,Urban,Y
789,Female,Yes,2,Graduate,Yes,723000,400000,500000,4,1,Rural,Y
790,Male,Yes,2,Graduate,No,508000,100000,900000,2,1,Semi-Rural,N
791,Male,Yes,2,Not Graduate,No,646000,200000,300000,3,0,Rural,Y
792,Male,Yes,2,Graduate,No,627000,100000,100000,9,1,Semi-Rural,Y
793,Male,No,0,Graduate,No,393000,300000,500000,9,0,Semi-Rural,Y
794,Female,No,0,Graduate,Yes,674000,400000,900000,2,1,Urban,N
795,Male,No,1,Not Graduate,No,328000,0,100000,3,1,Urban,Y
796,Female,Yes,0,Not Graduate,No,542000,400000,1000000,8,1,#VALUE!,Y
797,Female,Yes,2,Not Graduate,No,885000,300000,200000,7,1,Urban,Y
798,Female,Yes,0,Graduate,No,333000,100000,800000,3,1,Rural,N
799,Male,No,0,Not Graduate,No,517000,400000,700000,5,1,Rural,Y
800,Female,Yes,3,Not Graduate,Yes,415000,200000,100000,10,1,Rural,Y
801,Male,No,2,Not Graduate,No,612000,200000,200000,7,1,Urban,Y
802,Male,Yes,0,Graduate,No,521000,300000,600000,3,0,Semi-Rural,Y
803,Male,No,2,Not Graduate,No,820000,300000,600000,2,1,Semi-Rural,Y
804,Male,No,0,Not Graduate,No,788000,300000,600000,4,1,Urban,Y
805,Female,Yes,3,Not Graduate,Yes,967000,100000,700000,7,0,Rural,Y
806,Male,No,2,Not Graduate,No,262000,400000,400000,5,1,Urban,Y
807,Female,No,0,Not Graduate,No,257000,100000,800000,4,1,Rural,N
808,Male,Yes,3,Graduate,Yes,778000,0,400000,2,1,Urban,Y
809,Male,Yes,1,Not Graduate,No,983000,500000,200000,8,1,Semi-Rural,Y
810,Female,Yes,0,Graduate,No,367000,400000,300000,9,1,Urban,Y
811,Male,Yes,0,Graduate,Yes,656000,0,700000,6,1,Urban,Y
812,Male,Yes,2,Not Graduate,No,802000,300000,1000000,9,1,Urban,Y
813,Female,No,3,Graduate,No,657000,500000,200000,5,1,Urban,Y
814,Male,No,3,Not Graduate,No,637000,300000,1000000,6,1,Urban,Y
815,Female,No,2,Graduate,No,273000,300000,900000,5,1,Semi-Rural,N
816,Female,Yes,2,Not Graduate,No,356000,400000,300000,2,1,Rural,N
817,Female,Yes,0,Graduate,No,419000,100000,600000,7,0,Rural,Y
818,Male,No,0,Not Graduate,No,704000,500000,800000,8,0,Rural,Y
819,Female,No,3,Not Graduate,No,952000,100000,700000,7,1,Rural,Y
820,Female,No,2,Graduate,No,487000,200000,500000,10,1,Semi-Rural,Y
821,Female,Yes,3,Not Graduate,No,457000,300000,600000,10,1,Urban,Y
822,Female,Yes,1,Graduate,No,678000,100000,800000,3,1,Semi-Rural,Y
823,Female,Yes,1,Graduate,Yes,286000,400000,700000,2,1,Rural,N
824,Female,Yes,1,Not Graduate,No,949000,100000,600000,4,1,Rural,Y
825,Male,Yes,1,Not Graduate,No,454000,400000,800000,10,1,Semi-Rural,Y
826,Male,Yes,0,Not Graduate,No,429000,0,400000,5,1,Semi-Rural,Y
827,Female,Yes,3,Not Graduate,No,783000,0,300000,5,1,Urban,Y
828,Male,Yes,3,Graduate,No,807000,100000,800000,8,1,Rural,Y
829,Male,Yes,3,Graduate,No,974000,300000,900000,8,1,#VALUE!,Y
830,Male,Yes,2,Graduate,No,625000,100000,400000,5,1,Urban,Y
831,Male,Yes,1,Graduate,No,653000,300000,800000,8,1,#VALUE!,Y
832,Female,Yes,0,Not Graduate,No,614000,300000,900000,9,1,Rural,Y
833,Male,No,2,Graduate,No,291000,500000,200000,10,1,Rural,Y
834,Male,No,3,Graduate,No,847000,400000,100000,4,1,Rural,Y
835,Female,Yes,2,Graduate,No,495000,100000,400000,2,1,Semi-Rural,N
836,Male,Yes,0,Not Graduate,No,534000,300000,900000,8,1,Urban,Y
837,Male,No,1,Graduate,No,474000,300000,100000,9,1,Semi-Rural,Y
838,Female,Yes,2,Not Graduate,Yes,547000,500000,400000,2,1,Rural,Y
839,Female,Yes,2,Not Graduate,No,949000,200000,200000,3,1,Urban,Y
840,Female,No,0,Not Graduate,No,580000,300000,800000,6,1,Rural,Y
841,Male,No,2,Graduate,No,809000,200000,400000,5,1,Rural,Y
842,Female,Yes,2,Not Graduate,No,894000,400000,1000000,10,1,Urban,Y
843,Female,No,2,Graduate,No,933000,400000,400000,2,0,Rural,Y
844,Male,No,3,Not Graduate,Yes,342000,100000,400000,7,1,Rural,Y
845,Male,No,3,Not Graduate,No,622000,0,900000,5,1,Rural,Y
846,Male,No,1,Not Graduate,No,749000,100000,200000,10,0,Urban,Y
847,Female,No,2,Graduate,No,647000,400000,700000,2,1,Semi-Rural,N
848,Female,No,1,Not Graduate,No,742000,400000,400000,3,1,Semi-Rural,Y
849,Female,No,2,Graduate,No,400000,300000,100000,5,1,Semi-Rural,Y
850,Male,Yes,2,Not Graduate,No,626000,200000,700000,10,1,Rural,Y
851,Female,Yes,1,Not Graduate,No,868000,200000,500000,6,1,Semi-Rural,Y
852,Male,No,0,Graduate,No,938000,100000,800000,10,0,Urban,Y
853,Male,Yes,2,Graduate,No,847000,100000,100000,6,1,#VALUE!,Y
854,Female,Yes,0,Not Graduate,No,510000,400000,600000,6,0,Rural,Y
855,Female,No,2,Not Graduate,No,352000,0,400000,9,1,Rural,Y
856,Male,No,2,Graduate,No,257000,100000,500000,4,1,Semi-Rural,N
857,Male,No,2,Not Graduate,No,927000,300000,600000,4,1,Urban,Y
858,Male,Yes,0,Not Graduate,No,495000,200000,600000,8,1,Urban,Y
859,Male,Yes,3,Graduate,Yes,339000,200000,800000,8,1,Urban,Y
860,Female,No,2,Graduate,No,996000,400000,800000,2,1,Semi-Rural,N
861,Female,No,3,Graduate,No,801000,500000,900000,4,1,Rural,Y
862,Female,Yes,3,Not Graduate,No,371000,100000,700000,10,1,Rural,Y
863,Female,No,3,Not Graduate,No,450000,500000,800000,3,1,Rural,N
864,Male,No,0,Not Graduate,No,981000,400000,100000,7,1,Semi-Rural,Y
865,Male,Yes,1,Graduate,No,694000,400000,100000,7,1,Urban,Y
866,Male,Yes,3,Not Graduate,Yes,995000,300000,700000,8,1,Semi-Rural,Y
867,Male,No,1,Not Graduate,No,627000,300000,700000,9,1,Urban,Y
868,Female,No,0,Not Graduate,No,511000,300000,600000,2,1,Rural,N
869,Male,Yes,2,Graduate,No,923000,500000,800000,10,1,Rural,Y
870,Male,Yes,0,Not Graduate,No,605000,100000,300000,10,1,Semi-Rural,Y
871,Male,Yes,3,Not Graduate,No,696000,200000,600000,7,1,Rural,Y
872,Male,No,0,Not Graduate,No,567000,400000,700000,6,1,Urban,Y
873,Female,Yes,3,Graduate,Yes,597000,0,600000,5,1,Semi-Rural,Y
874,Male,Yes,1,Graduate,No,404000,300000,900000,10,1,#VALUE!,Y
875,Female,Yes,0,Graduate,No,592000,0,900000,6,0,Urban,Y
876,Female,Yes,3,Not Graduate,No,289000,300000,200000,4,1,Semi-Rural,Y
877,Female,Yes,3,Not Graduate,No,945000,0,600000,4,1,Semi-Rural,Y
878,Male,Yes,1,Not Graduate,No,723000,400000,600000,2,1,Urban,N
879,Female,No,3,Not Graduate,No,769000,100000,100000,5,1,Semi-Rural,Y
880,Male,No,0,Not Graduate,No,529000,200000,700000,3,1,Rural,N
881,Male,No,0,Not Graduate,No,492000,200000,200000,5,1,Rural,Y
882,Female,No,3,Not Graduate,Yes,255000,100000,200000,4,1,Semi-Rural,Y
883,Male,No,3,Graduate,No,591000,400000,400000,3,1,Rural,Y
884,Female,Yes,0,Graduate,No,442000,300000,900000,3,0,Urban,N
885,Female,Yes,0,Graduate,No,949000,300000,200000,5,1,Rural,Y
886,Male,Yes,3,Graduate,Yes,889000,200000,800000,10,1,Semi-Rural,Y
887,Female,Yes,1,Not Graduate,No,928000,0,500000,5,1,Urban,Y
888,Female,No,3,Not Graduate,No,882000,300000,200000,4,1,Rural,Y
889,Male,Yes,3,Graduate,No,892000,200000,900000,6,0,Rural,Y
890,Female,Yes,3,Graduate,No,980000,200000,500000,7,1,Rural,Y
891,Female,Yes,0,Graduate,Yes,782000,400000,800000,2,1,#VALUE!,N
892,Male,No,1,Not Graduate,No,292000,200000,200000,9,1,Semi-Rural,Y
893,Male,No,2,Graduate,No,995000,300000,400000,8,1,Rural,Y
894,Male,Yes,0,Not Graduate,No,259000,400000,800000,9,1,Urban,Y
895,Male,Yes,0,Not Graduate,No,429000,300000,400000,6,1,Urban,Y
896,Female,Yes,3,Not Graduate,No,539000,100000,400000,9,1,#VALUE!,Y
897,Female,Yes,0,Graduate,No,363000,500000,900000,4,1,Semi-Rural,N
898,Female,Yes,0,Graduate,No,737000,0,300000,10,0,Urban,Y
899,Male,No,3,Graduate,No,636000,300000,600000,3,1,Urban,Y
900,Male,Yes,0,Not Graduate,No,761000,400000,700000,9,1,Urban,Y
901,Male,Yes,3,Not Graduate,No,699000,0,900000,9,1,#VALUE!,Y
902,Female,No,2,Not Graduate,No,964000,400000,900000,4,0,Urban,Y
903,Male,Yes,1,Graduate,Yes,800000,300000,100000,6,1,Semi-Rural,Y
904,Female,Yes,1,Not Graduate,No,677000,500000,400000,3,1,Urban,Y
905,Male,No,3,Graduate,No,630000,400000,500000,6,1,Urban,Y
906,Male,No,2,Graduate,No,625000,400000,800000,9,1,Rural,Y
907,Female,Yes,2,Not Graduate,Yes,470000,300000,200000,9,1,Rural,Y
908,Female,Yes,0,Graduate,No,856000,400000,800000,8,1,Semi-Rural,Y
909,Male,No,1,Graduate,No,819000,400000,300000,3,1,Rural,Y
910,Male,Yes,3,Not Graduate,No,625000,500000,400000,10,1,Urban,Y
911,Male,No,1,Not Graduate,No,318000,100000,600000,7,1,Rural,Y
912,Female,No,1,Graduate,No,516000,500000,200000,10,1,Urban,Y
913,Male,Yes,3,Graduate,No,311000,100000,400000,2,1,Semi-Rural,N
914,Female,No,0,Not Graduate,No,283000,500000,800000,6,1,Urban,N
915,Female,Yes,2,Graduate,Yes,376000,100000,100000,3,0,Semi-Rural,Y
916,Male,Yes,0,Graduate,No,308000,0,100000,7,1,Urban,Y
917,Male,No,2,Graduate,No,575000,100000,800000,8,1,#VALUE!,Y
918,Male,No,1,Graduate,No,370000,300000,200000,4,1,Urban,Y
919,Male,Yes,0,Not Graduate,No,867000,100000,700000,3,0,Rural,Y
920,Female,Yes,3,Graduate,No,939000,100000,300000,8,1,Semi-Rural,Y
921,Male,No,2,Not Graduate,No,445000,200000,300000,6,1,Urban,Y
922,Male,No,0,Graduate,No,325000,500000,700000,3,1,Rural,N
923,Male,No,1,Not Graduate,Yes,303000,300000,800000,8,1,Urban,Y
924,Female,Yes,2,Graduate,No,613000,300000,500000,3,1,Urban,Y
925,Male,No,1,Not Graduate,No,353000,100000,700000,10,1,Rural,Y
926,Female,No,3,Graduate,No,849000,100000,800000,5,0,Rural,Y
927,Female,Yes,0,Graduate,No,782000,400000,300000,7,1,Rural,Y
928,Female,No,2,Graduate,No,364000,100000,600000,7,1,Semi-Rural,Y
929,Male,Yes,2,Graduate,No,750000,300000,600000,3,1,Rural,Y
930,Female,Yes,0,Not Graduate,No,895000,200000,200000,8,1,#VALUE!,Y
931,Male,No,0,Graduate,No,864000,400000,300000,6,1,Semi-Rural,Y
932,Male,No,0,Not Graduate,No,304000,200000,900000,5,0,Urban,N
933,Male,No,1,Not Graduate,No,522000,200000,300000,9,1,Urban,Y
934,Male,Yes,3,Graduate,No,778000,300000,500000,8,1,Urban,Y
935,Female,Yes,2,Not Graduate,No,317000,300000,100000,6,1,Semi-Rural,Y
936,Male,Yes,1,Not Graduate,No,726000,300000,200000,5,1,Urban,Y
937,Female,Yes,3,Graduate,No,394000,200000,1000000,8,1,Urban,Y
938,Male,Yes,1,Graduate,No,968000,0,300000,3,1,Urban,Y
939,Female,No,3,Not Graduate,No,368000,400000,1000000,10,1,#VALUE!,Y
940,Female,Yes,2,Not Graduate,No,790000,300000,900000,10,1,Semi-Rural,Y
941,Female,Yes,3,Graduate,No,889000,200000,400000,6,1,Urban,Y
942,Male,Yes,2,Not Graduate,No,939000,100000,600000,6,1,Rural,Y
943,Male,Yes,0,Not Graduate,No,797000,200000,600000,6,1,Rural,Y
944,Male,No,3,Graduate,Yes,596000,400000,500000,8,1,Urban,Y
945,Female,No,3,Not Graduate,Yes,793000,300000,100000,5,0,Urban,Y
946,Male,Yes,3,Graduate,No,628000,300000,900000,5,1,Semi-Rural,Y
947,Male,Yes,3,Graduate,No,769000,100000,1000000,6,1,Urban,Y
948,Female,Yes,0,Graduate,No,904000,200000,1000000,2,1,Urban,N
949,Male,Yes,0,Not Graduate,Yes,548000,300000,800000,3,1,Rural,N
950,Female,No,2,Not Graduate,No,708000,500000,200000,10,1,Rural,Y
951,Female,Yes,1,Graduate,Yes,996000,0,500000,9,1,Urban,Y
952,Female,No,1,Graduate,No,596000,300000,100000,5,1,Urban,Y
953,Male,No,2,Not Graduate,No,447000,500000,100000,9,1,Rural,Y
954,Female,Yes,1,Graduate,No,704000,100000,100000,10,0,Urban,Y
955,Female,Yes,0,Graduate,No,500000,0,600000,5,1,Semi-Rural,Y
956,Female,No,0,Graduate,Yes,779000,100000,300000,8,0,Urban,Y
957,Female,Yes,0,Graduate,No,406000,400000,700000,7,1,Urban,Y
958,Female,Yes,0,Not Graduate,No,509000,200000,800000,6,1,Urban,Y
959,Male,No,0,Graduate,No,761000,400000,300000,7,1,Rural,Y
960,Male,No,2,Graduate,No,734000,500000,200000,6,1,Semi-Rural,Y
961,Male,Yes,3,Graduate,No,416000,300000,700000,6,1,Semi-Rural,Y
962,Female,No,3,Graduate,No,931000,200000,200000,10,1,Urban,Y
963,Male,Yes,0,Not Graduate,No,490000,500000,100000,2,1,#VALUE!,Y
964,Female,No,3,Graduate,No,262000,400000,100000,5,1,Semi-Rural,Y
965,Male,Yes,0,Graduate,No,528000,400000,1000000,4,1,Rural,N
966,Male,Yes,3,Not Graduate,No,311000,300000,100000,6,1,Semi-Rural,Y
967,Female,Yes,0,Not Graduate,No,410000,0,300000,5,1,Urban,Y
968,Female,No,0,Not Graduate,No,486000,200000,200000,7,1,Urban,Y
969,Male,No,2,Not Graduate,No,967000,400000,600000,3,0,Rural,Y
970,Female,Yes,2,Graduate,No,582000,400000,600000,6,1,Rural,Y
971,Male,No,0,Not Graduate,No,873000,400000,100000,5,1,Semi-Rural,Y
972,Male,Yes,3,Not Graduate,No,926000,400000,700000,7,1,Semi-Rural,Y
973,Female,Yes,0,Graduate,No,637000,200000,900000,10,1,Semi-Rural,Y
974,Female,No,3,Not Graduate,No,772000,0,200000,3,1,Urban,Y
975,Female,No,2,Not Graduate,No,478000,400000,100000,2,1,Rural,Y
976,Male,No,0,Graduate,No,879000,100000,800000,4,0,Rural,Y
977,Male,No,0,Graduate,No,965000,0,600000,7,1,Urban,Y
978,Male,No,0,Not Graduate,No,905000,0,800000,8,1,Rural,Y
979,Male,No,2,Not Graduate,No,880000,100000,700000,10,1,Rural,Y
980,Female,Yes,1,Graduate,No,989000,400000,800000,7,1,Rural,Y
981,Female,No,1,Graduate,No,856000,400000,300000,7,1,Rural,Y
982,Female,No,3,Graduate,No,916000,400000,1000000,2,1,Semi-Rural,N
983,Male,No,2,Graduate,Yes,740000,0,300000,7,1,Rural,Y
984,Male,Yes,3,Graduate,No,793000,100000,500000,2,1,Semi-Rural,Y
985,Male,Yes,3,Graduate,No,468000,400000,300000,4,1,Rural,Y
986,Male,No,2,Not Graduate,No,342000,0,800000,6,1,Semi-Rural,Y
987,Male,Yes,0,Graduate,Yes,334000,200000,300000,6,0,Rural,Y
988,Male,Yes,2,Graduate,No,493000,300000,400000,4,1,Rural,Y
989,Male,No,0,Graduate,No,787000,200000,800000,10,1,Urban,Y
990,Male,No,0,Not Graduate,Yes,849000,400000,200000,3,1,Semi-Rural,Y
991,Female,Yes,3,Graduate,No,282000,400000,300000,10,1,Urban,Y
992,Male,No,0,Graduate,No,392000,300000,500000,3,1,Urban,N
993,Female,No,1,Graduate,No,352000,200000,600000,2,1,Rural,N
994,Female,Yes,3,Not Graduate,No,634000,100000,600000,9,1,Semi-Rural,Y
995,Male,No,2,Not Graduate,No,794000,0,1000000,5,1,Urban,Y
996,Male,Yes,0,Not Graduate,No,586000,400000,900000,4,1,Rural,Y
997,Female,No,0,Not Graduate,No,270000,400000,600000,9,1,Urban,Y
998,Female,Yes,2,Not Graduate,No,964000,400000,300000,9,1,Urban,Y
999,Male,Yes,0,Graduate,No,863000,500000,700000,3,1,Rural,Y
1000,Male,Yes,2,Graduate,No,482000,400000,800000,5,1,Semi-Rural,Y
1001,Female,Yes,2,Not Graduate,No,655000,200000,700000,6,1,Urban,Y
1002,Female,Yes,3,Graduate,No,266000,400000,500000,9,1,Rural,Y
1003,Male,No,1,Not Graduate,No,418000,200000,500000,5,1,Semi-Rural,Y
1004,Female,No,1,Graduate,No,647000,400000,300000,10,1,Rural,Y
1005,Female,Yes,0,Not Graduate,No,493000,400000,500000,9,1,Urban,Y
1006,Female,Yes,2,Not Graduate,No,513000,400000,500000,4,1,Semi-Rural,Y
1007,Female,Yes,2,Graduate,No,495000,200000,300000,5,0,Rural,Y
1008,Male,Yes,2,Not Graduate,Yes,620000,500000,800000,9,1,Urban,Y
1009,Female,Yes,0,Graduate,No,449000,200000,700000,9,1,Semi-Rural,Y
1010,Male,No,0,Not Graduate,No,902000,200000,400000,4,1,Rural,Y
1011,Male,Yes,2,Graduate,No,481000,400000,200000,8,1,Rural,Y
1012,Female,No,2,Not Graduate,No,355000,200000,600000,5,1,Urban,Y
1013,Female,No,0,Not Graduate,No,666000,100000,700000,8,1,Rural,Y
1014,Female,No,2,Not Graduate,No,510000,200000,1000000,5,0,Urban,Y
1015,Male,Yes,0,Not Graduate,No,383000,500000,800000,2,1,Urban,N
1016,Female,No,1,Graduate,No,341000,400000,900000,5,1,Semi-Rural,N
1017,Male,No,3,Graduate,No,325000,500000,200000,5,1,Rural,Y
1018,Female,Yes,3,Not Graduate,No,794000,500000,800000,10,1,Urban,Y
1019,Female,No,2,Graduate,Yes,263000,0,300000,8,1,Rural,Y
1020,Female,No,1,Graduate,No,675000,200000,500000,9,1,Semi-Rural,Y
1021,Female,Yes,2,Graduate,No,859000,500000,600000,4,1,Urban,Y
1022,Male,No,1,Not Graduate,Yes,877000,400000,900000,2,1,Semi-Rural,N
1023,Female,No,1,Not Graduate,No,295000,200000,300000,5,1,Rural,Y
1024,Male,Yes,0,Graduate,No,321000,200000,600000,8,1,Rural,Y
1025,Male,No,3,Graduate,No,334000,300000,200000,5,0,Rural,Y
1026,Male,Yes,3,Graduate,No,987000,200000,100000,5,1,Urban,Y
1027,Female,Yes,1,Not Graduate,No,712000,200000,800000,4,1,Rural,Y
1028,Female,No,3,Not Graduate,Yes,712000,400000,100000,2,1,Rural,Y
1029,Female,No,3,Not Graduate,Yes,320000,400000,400000,6,1,Rural,Y
1030,Male,No,2,Not Graduate,No,585000,200000,700000,4,1,Urban,Y
1031,Male,No,1,Graduate,No,292000,200000,500000,10,1,Semi-Rural,Y
1032,Male,No,0,Graduate,No,965000,200000,800000,8,1,Urban,Y
1033,Female,No,0,Graduate,No,444000,100000,500000,2,1,Rural,N
1034,Female,No,3,Not Graduate,No,698000,200000,200000,10,1,Semi-Rural,Y
1035,Female,No,1,Not Graduate,No,763000,200000,300000,7,1,Urban,Y
1036,Female,Yes,1,Graduate,No,578000,100000,1000000,8,0,Rural,Y
1037,Male,No,2,Not Graduate,No,806000,200000,500000,3,0,Rural,Y
1038,Male,No,1,Not Graduate,No,522000,100000,700000,9,1,Urban,Y
1039,Male,Yes,1,Graduate,No,701000,100000,1000000,10,1,Rural,Y
1040,Male,No,1,Not Graduate,No,752000,200000,500000,7,1,Rural,Y
1041,Male,No,0,Graduate,No,368000,0,1000000,7,1,Rural,Y
1042,Female,No,2,Graduate,Yes,702000,100000,600000,8,1,Urban,Y
1043,Male,Yes,2,Not Graduate,No,406000,0,1000000,2,1,Semi-Rural,N
1044,Male,No,2,Not Graduate,No,815000,200000,100000,9,1,#VALUE!,Y
1045,Female,Yes,0,Not Graduate,No,432000,300000,800000,8,1,Urban,Y
1046,Female,Yes,1,Not Graduate,No,870000,400000,300000,7,1,Semi-Rural,Y
1047,Male,Yes,0,Not Graduate,No,754000,500000,200000,8,1,#VALUE!,Y
1048,Male,No,0,Not Graduate,No,323000,200000,700000,10,1,Rural,Y
1049,Male,No,2,Graduate,No,312000,500000,100000,8,1,Rural,Y
1050,Male,No,2,Not Graduate,No,980000,400000,1000000,10,1,Semi-Rural,Y
1051,Male,Yes,2,Not Graduate,No,442000,200000,900000,6,1,Rural,Y
1052,Female,No,2,Not Graduate,No,756000,400000,900000,6,1,Rural,Y
1053,Female,Yes,0,Not Graduate,No,892000,300000,400000,2,1,Urban,Y
1054,Female,No,2,Not Graduate,No,644000,400000,300000,5,1,Urban,Y
1055,Female,Yes,0,Not Graduate,No,442000,100000,400000,5,1,Semi-Rural,Y
1056,Female,Yes,2,Not Graduate,No,576000,300000,800000,5,1,Urban,Y
1057,Male,Yes,1,Not Graduate,Yes,914000,200000,500000,4,1,Urban,Y
